id,kaynak,chunk_idx,soru,cevap,tip,baglam
1553974_c0011_115,1553974.pdf,11,Hangi faktörler Kredilerde artışa neden oldu?,Kredisel borc ve faiz oranları,neden,"2.470.315
271.757
2.742.072
6.407.420
467.439
6.874.859
Diğer Finansal Varlıklar
55.797.869
4.563.930
60.361.799
39.110.150
2.536.563
41.646.713
Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire 
Yansıtılan Finansal Varlıklar
V-I-d
330.573.999
242.113.593
572.687.592
254.347.393
171.801.635
426.149.02"
1551576_c0003_543,1551576.pdf,3,Kredilerin değer düşüklüğüne uğrayıp uğramadığının tespi tinin nasıl gerçekleştirilmiştir?,Denetim çalışmalarımızın bir parçası olarak kredi inceleme çalışmaları yapılmıştır.,sayısal,"ı dipnotta açıklanmıştır.
Denetim çalışmalarımızın bir parçası olarak aşağıdaki 
prosedürler gerçekleştirilmiştir:
Kredilerin sınıflandırılması ile değer düşüklüğüne 
uğradığının 
tespiti 
ve 
değer 
düşüklüğü 
hesaplamalarına ilişkin Banka'nın uyguladığı kilit 
kontrollerin tasarımı ve uygulanması "
1122450_c0027_484,1122450.pdf,27,Opsiyonların Zaman Değerindeki Değişiklikler ne kadar oldu?,-247,sayısal,"inin 
Diğer Katkıları
0
0
Nakit Akış Riskinden 
Korunma Kazançları (
Kayıpları) 
Kaleminden Çıkarılan
ve Finansal Olmayan 
Varlığın (
Yükümlülüğün) veya 
Gerçeğe Uygun Değer
Riskinden Korunma 
Muhasebesi 
Uygulanan Kesin 
Taahhüdün 
Başlangıç Maliyetine 
veya Defter Değerine 
Dahil Edilen Tutar
0
0
"
1467371_c0012_684,1467371.pdf,12,Özkaynaklar Değişim Tablosu ne zaman başladı?,01.01.2025,tarih,"e veya Defter Değerine Dahil 
Edilen Tutar
Yabancı Para Alım Satım Marjlarındaki Değişiklikler
Kaleminden Çıkarılan ve Finansal Olmayan Varlığın
(Yükümlülüğün) veya Gerçeğe Uygun Değer 
Riskinden Korunma Muhasebesi Uygulanan Kesin 
Taahhüdün Başlangıç Maliyetine veya Defter 
Değerine Dahil Edilen Tu"
1555140_c0002_353,1555140.pdf,2,Hasılatın denetimi için hangi prosedürlere başvuruldu?,Satış süreçlerinin anlaşılmış ve süreçlere ilişkin kontrollerin tasarımı ve uygulaması değerlendirilmiştir. Hasılatın muhasebeleştirilmesine yönelik Grup yönetiminin uyguladığı muhasebe politikalarının TFRS'ye uygunluğu değerlendirilmiştir.,neden,"lup, 31 Aralık 2025 tarihinde 
sona eren hesap dönemine ait kar veya zarar ve 
kapsamlı gelir tablosu açısından en önemli 
finansal tablo kalemi olması nedeniyle 
denetimimiz açısından kilit denetim konusu 
olarak belirlenmiştir.
Grup'un müşteri sözleşmelerinden hasılatla ilgili 
uyguladığı muhasebe"
1567687_c0003_756,1567687.pdf,3,Konsolide finansal tablolar ile uyumu değerlendirilmiştir. Bu dönemde şirketin genel performansı nasıldı?,Bu dönemde şirketin genel performansı iyi bir şekilde görülmüştür. Hasılat ve net kazançlar artmıştır.,özet,"sı alınıp, datanın tamlığı ve 
doğruluğu test edilerek konsolide finansal tablolar ile
uyumu değerlendirilmiştir. İlgili data üzerinden 
seçilen örnekler ile hasta kayıtları karşılaştırılmış 
olup, hasılat olarak kaydedilen tutarın doğru 
dönemde tam ve doğru olarak kayıtlara alınıp 
alınmadığı ince"
1513313_c0002_836,1513313.pdf,2,Uzun vadeli karşılıklar neye dayanır?,Çalışanlara sağlanan faydalara,sayısal,"8
251.284.671
Uzun Vadeli Karşılıklar
137.803.256
157.110.361
Çalışanlara Sağlanan Faydalara İlişkin Uzun Vadeli 
Karşılıklar
15
137.803.256
157.110.361
Finansal Durum Tablosu (Bilanço)

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 "
1549019_c0010_106,1549019.pdf,10,Demirbaş ve Tesisatlar değer düşüklüğü karşılığı ne kadar?,33.582.547,sayısal,"ar Sermaye Taahhütleri (-)
0
0
Müşterek Yönetime Tabi Teşebbüsler
0
0
Müşterek Yönetime Tabi Teşebbüsler Sermaye 
Taahhütleri (-)
0
0
Finansal Varlıklar Ve Riski Sigortalılara Ait Finansal 
Yatırımlar
0
0
Diğer Finansal Varlıklar
0
0
Finansal Varlıklar Değer Düşüklüğü Karşılığı (-)
0
0
MADDİ VARLIKL"
1563181_c0005_736,1563181.pdf,5,Nasıl değişti Grup'un kâr ve net kazanları?,"Grup'un kâr ve net kazanları, önceki yıla göre %10 arttı.",karşılaştırma,"l ama 
duruma uygun denetim prosedürlerini tasarlamak amacıyla denetimle ilgili iç 
kontrol değerlendirilmektedir.
· Yönetim tarafından kullanılan muhasebe politikalarının uygunluğu ile yapılan 
muhasebe tahminlerinin ve ilgili açıklamaların makul olup olmadığı 
değerlendirilmektedir.
· Elde edilen "
1509642_c0011_923,1509642.pdf,11,Vadeli Döviz Alım-Satım İşlemleri'ndeki total alan 1.247.977.380 TL'dir. Bu dönemde şirketin genel performansı nasıl?,Bu dönemde şirketin genel performansı olumlu yönde görülmektedir. Vadeli Döviz Alım-Satım İşlemleri'ndeki total alan %21.572 artmıştır.,özet,"21.572
1.247.977.380
1.606.798.952
Vadeli Döviz Alım-Satım İşlemleri
118.518.408
121.922.130
240.440.538
74.667.774
73.188.610
147.856.384
Vadeli Döviz Alım İşlemleri
15.680.265
98.852.014
114.532.279
12.337.757
58.084.322
70.422.079
Vadeli Döviz Satım İşlemleri
102.838.143
23.070.116
125.908.259
62"
1598444_c0014_221,1598444.pdf,14,Kamu Finansmanı ile Finansman Karşılığı ne kadar oldu?,"0,02400000",sayısal,"18.482
TİCARİ KAR VEYA ZARAR (Net)
4.3
-18.808.345
-6.408.395
Sermaye Piyasası İşlemleri Karı (Zararı)
3.295.723
1.552.125
Türev Finansal İşlemlerden Kar (Zarar)
-9.724.238
7.830.798
Kambiyo İşlemleri Karı (Zararı)
-12.379.830
-15.791.318
DİĞER FAALİYET GELİRLERİ
4.5
12.870.619
7.919.735
FAALİYET BR"
1471462_c0007_741,1471462.pdf,7,Dönem Karı Vergi ve diğer Yasal Yükümlülük ne kadar oldu?,3.258.795.586,tarih,".263.743
-3.978.507
İLİŞKİLİ TARAFLARA BORÇLAR
19
1.475.970
11.125.055
Ortaklara Borçlar
189.735
36.840
İştiraklere Borçlar
4.145
0
Bağlı Ortaklıklara Borçlar
0
0
Müşterek Yönetime Tabi Teşebbüslere Borçlar
0
0
Personele Borçlar
1.282.090
11.088.215
Diğer İlişkili Taraflara Borçlar
0
0
DİĞER BORÇLAR"
1555145_c0003_748,1555145.pdf,3,"Tutarların büyüklüğü ve ticari alacakların tahsil edilebilirlik değerlendirmesinde gerekli olan muhakeme ve TFRS 9'un getirdiği uygulamaların karmaşık ve kapsamlı olması nedeniyle, ticari alacakların mevcudiyeti ve tahsil edilebilirliği hususu kilit denetim konusu olarak değerlendirilmektedir.","Bu nedenle, Grup'un ticari alacaklarının denetimi ile ilgili tüm bilgileri değerlendirmektedir.",neden," 
toplam 
varlıkların 
%20'sini 
oluşturduğu için önemli bir bilanço kalemi olarak 
değerlendirilmektedir. Ayrıca, ticari alacakların 
tahsil edilebilirliği Grup'un, kredi riski ve işletme 
sermayesi yönetimi için önemli unsurlardan bir 
tanesidir ve yönetimin önemli yargılarını ve 
tahminlerini içe"
1567687_c0018_811,1567687.pdf,18,Neden azaldı?,Pay Sahiplerinin Diğer Katkıları,neden,"ler Nedeniyle Meydana Gelen Artış (
Azalış)
Bağlı Ortaklık Edinimi veya Elden Çıkarılması
Bağlı Ortaklıklarda Kontrol Kaybı ile 
Sonuçlanmayan Pay Oranı Değişikliklerine Bağlı 
Artış/Azalış
Kontrol Gücü Olmayan Pay Sahipleriyle Yapılan 
İşlemler
Pay Sahiplerinin Diğer Katkıları
Nakit Akış Riskinden "
1569931_c0009_460,1569931.pdf,9,TOPLAM KISA VADELİ YÜKÜMLÜLÜKLER'in toplamı ne kadar?,25.731.095.369,sayısal,"kümlülüğü
27
161.231.352
Kısa Vadeli Karşılıklar
39.539.345
222.324.100
Diğer Kısa Vadeli Karşılıklar
14
39.539.345
222.324.100
Diğer Kısa Vadeli Yükümlülükler
17
344.690.913
175.470.217
ARA TOPLAM
25.731.095.369
31.404.756.261
TOPLAM KISA VADELİ YÜKÜMLÜLÜKLER
25.731.095.369
31.404.756.261
UZUN VADE"
1509642_c0007_559,1509642.pdf,7,Satış Amaçlı Elde Tutulan Ve Durdurulan Faaliyetlere İlişkin Duran Varlık Borçları (Net) ne kadar?,0,sayısal,"
0
0
Diğer
0
0
0
0
0
0
GERÇEĞE UYGUN DEĞER FARKI KAR ZARARA YANSITILAN 
FİNANSAL YÜKÜMLÜLÜKLER
2.3.3.2
0
64.223.312
64.223.312
0
76.955.388
76.955.388
TÜREV FİNANSAL YÜKÜMLÜLÜKLER
2.2
10.161.586
5.287.316
15.448.902
13.582.129
5.476.137
19.058.266
Türev Finansal Yükümlülüklerin Gerçeğe Uygun Değer 
"
1514970_c0012_577,1514970.pdf,12,Önceki Dönem 3 Aylık için kar veya zararı ne kadardır?,-76.911,tarih,"rülen Faaliyetlerden Pay Başına Kazanç (Zarar)
Pay başına kazanç / (kayıp)
-0,08000000
-0,80000000
-0,16000000
-0,42000000
Sulandırılmış Pay Başına Kazanç (Zarar)

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
1512420_c0011_398,1512420.pdf,11,Dönem Kar Payı Avansları ne kadar oldu?,171.812.752,sayısal,"
920
-833.667.999
Dönem Karı (Zararı)
Diğer Kapsamlı Gelir (Gider)
Sermaye Arttırımı
Sermaye Azaltımı
Sermaye Avansı
Birleşme/Bölünme/Tasfiye Etkisi
Ortak Kontrole Tabi Teşebbüs veya İşletmeleri 
İçeren Birleşmelerin Etkisi
Özkaynaklar Değişim Tablosu

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 "
1563181_c0026_372,1563181.pdf,26,9.432 ile -6.351 arasındaki fark ne?,-12.783,sayısal,"ayan Duran Varlıkların Elden 
Çıkarılmasından Kaynaklanan Kayıplar (Kazançlar) ile 
İlgili Düzeltmeler
0
0
Yatırım Amaçlı Gayrimenkullerin Elden 
Çıkarılmasından Kaynaklanan Kayıplar (Kazançlar) ile 
İlgili Düzeltmeler
0
0
Canlı Varlıkların Elden Çıkarılmasından Kaynaklanan 
Kayıplar (Kazançlar) ile"
1477669_c0010_701,1477669.pdf,10,Önceki Dönem ne kadar oldu?,01.01.2023 - 30.06.2023,tarih,"NEM BAŞI NAKİT VE NAKİT BENZERLERİ
27
46.258.554.416
16.078.358.927
DÖNEM SONU NAKİT VE NAKİT BENZERLERİ
27
39.529.452.848
30.837.871.427
Nakit Akış Tablosu (Dolaylı Yöntem)

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 "
1562936_c0002_624,1562936.pdf,2,TFRS'ye uygun olarak mı muhasebe politikaları uygulandı?,"Evet, TFRS'ye uygun olarak muhasebe politikaları uygulandı.",sayısal,"eştirilmesine 
ilişkin 
uyguladığımız denetim prosedürleri kapsamında, 
hasılatın kaydedilmesi ile ilgili olarak Şirket 
Yönetiminin 
belirlemiş 
olduğu 
muhasebe 
politikalarının TFRS'ye ve ilgili mevzuata uygun olup 
olmadığını değerlendirdik.
Ayrıca, Şirket'in hasılat sürecindeki, yönetimin 
hası"
1464868_c0013_688,1464868.pdf,13,Neden arttı/azaldı? Gerçekleşen Tazminatlar (Reasürör Payı Düşülmüş Olarak) (+/-),Bu dönemde şirketin genel performansı ve reasürör payı düşülmüş olarağında artan tazminatlar nedeniyle arttı.,neden,"ım Düşülmüş Olarak) (+/-)
0
0
0
0
Devam Eden Riskler Karşılığı (-)
0
0
0
0
Devam Eden Riskler Karşılığında Reasürör Payı (+)
0
0
0
0
Gelir Tablosu

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
1474006_c0000_837,1474006.pdf,0,"30 Haziran 2025 tarihli ilişikteki ara dönem konsolide finansal durum tablosunun ve aynı tarihte sona eren altı aylık hesap dönemine ait konsolide kâr veya zarar tablosunun, konsolide diğer kapsamlı gelir tablosunun, konsolide özkaynak değişim tablosunun ve konsolide nakit akış tablosu ile önemli muhasebe politikalarının özetinin ne kadardır?",1.000.000 TL,sayısal,"Konsolide 30.06.2025 tarihli Finansal Tablolar
GLOBAL MENKUL DEĞERLER A.Ş.
Finansal Rapor
Konsolide
2025 - 2. 3 Aylık Bildirim
KAMUYU AYDINLATMA PLATFORMU
Finansal Tablolara ilişkin Genel Açıklama
KAP'ta yayınlanma tarihi ve saati: 07.08.2025 18:10:22
https://www.kap.org.tr/tr/Bildirim/1474006

Bağı"
1480299_c0002_131,1480299.pdf,2,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlar ne kadar?,0,sayısal,"e Kadar Elde Tutulacak Finansal Yatırımlar
0
0
Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan 
Finansal Varlıklar
9.964
2.695
Alım Satım Amaçlı Elde Tutulan Finansal Varlıklar
0
0
Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak 
Ölçülen Diğer Finansal Varlıklar
4
9.964
2.695
Gerçeğe Uygun Değer F"
1467371_c0005_109,1467371.pdf,5,Özkaynaklar ve Toplam Özkaynalardaki değişim neden ne kadar oldu?,"Özkaynaklar ve Toplam Özkaynalardaki değişim, vergilerde artış ve toptan satışlarda düşüş nedeniyle oluştu.",neden," 
Karşılıklar
12
283.379
237.575
Ertelenmiş Vergi Yükümlülüğü
23
6.693.200
6.401.531
TOPLAM UZUN VADELİ YÜKÜMLÜLÜKLER
23.774.789
12.343.189
TOPLAM YÜKÜMLÜLÜKLER
36.108.559
27.719.226
ÖZKAYNAKLAR
Ana Ortaklığa Ait Özkaynaklar
28.474.794
26.399.659
Ödenmiş Sermaye
16
191.012
191.012
Sermaye Düzeltme F"
1510109 (1)_c0013_441,1510109 (1).pdf,13,8.421 ile 234.719 arasındaki fark ne?,226.298,sayısal,"8.421
234.719
3.420.477
Cari Vergi Karşılığı
-1.627.174
-950.944
-577.082
199.916
Ertelenmiş Vergi Gider Etkisi
-8.338.486
-12.017.035
-5.716.313
-9.007.589
Ertelenmiş Vergi Gelir Etkisi
11.886.816
19.296.400
6.528.114
12.228.150
SÜRDÜRÜLEN FAALİYETLER DÖNEM NET KARI (ZARARI)
44.002.369
34.684.797
1"
1562936_c0002_565,1562936.pdf,2,Hasılatın kaydedilmesi ile ilgili olarak Şirket Yönetiminin belirlemiş olduğu muhasebe politiklerinin TFRS'ye ve ilgili mevzuata uygun olup olmadığını değerlendirdi?,"Evet, TFRS'ye uygun olarak muhasebe politikaları uygulandı.",sayısal,"eştirilmesine 
ilişkin 
uyguladığımız denetim prosedürleri kapsamında, 
hasılatın kaydedilmesi ile ilgili olarak Şirket 
Yönetiminin 
belirlemiş 
olduğu 
muhasebe 
politikalarının TFRS'ye ve ilgili mevzuata uygun olup 
olmadığını değerlendirdik.
Ayrıca, Şirket'in hasılat sürecindeki, yönetimin 
hası"
1467371_c0010_946,1467371.pdf,10,Önceki dönemin net karı ne kadar oldu?,395.766 TL,tarih,"n Faiz
514.179
356.662
YABANCI PARA ÇEVRİM FARKLARININ ETKİSİNDEN ÖNCE NAKİT 
VE NAKİT BENZERLERİNDEKİ NET ARTIŞ (AZALIŞ)
6.098.936
-596.148
Yabancı Para Çevrim Farklarının Nakit ve Nakit Benzerleri 
Üzerindeki Etkisi
-40.115
NAKİT VE NAKİT BENZERLERİNDEKİ NET ARTIŞ (AZALIŞ)
6.058.821
-596.148
DÖNEM"
1513265_c0005_899,1513265.pdf,5,Önceki Dönem Toplam Kapsamlı Gelirin Dağılımı ne kadar oldu?,3.313.238 TL,tarih,"R (GİDER)
4.274.894
3.313.238
1.316.375
915.507
Toplam Kapsamlı Gelirin Dağılımı
Kontrol Gücü Olmayan Paylar
157.706
-151.561
-8.041
-64.661
Ana Ortaklık Payları
4.117.188
3.464.799
1.324.416
980.168

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 "
1557665_c0004_206,1557665.pdf,4,"Yapılmakta olan yatırımlara dair cari dönemde gerçekleştirilen harcamaların, aktifleştirilen borçlanma maliyetlerinin TFRS'ler açısından uygunluğu, tamlığı ve dönemselliği konsolide finansal tablolara yansıtan değerleri bakımından kontrol edilmiştir.","Evet, kontrol edilmiştir.",tarih,"en ve metalurji faaliyetleri kapsamındaki üretim 
Denetimimiz sırasında maddi duran varlıkların ve 
yapılmakta 
olan 
yatırımların 
muhasebeleştirilmesine ilişkin olarak aşağıdaki 
denetim prosedürleri uygulanmıştır:
- Yapılmakta olan yatırımlara dair cari dönemde 
gerçekleştirilen harcamaların, akt"
1552722_c0018_979,1552722.pdf,18,Neden arttı Diğer Faiz Giderleri?,"Diğer Faiz Giderleri'ndeki artış, sermaye piyasası işlemlerinden gelen karın artırılmasıyla ilgiliydi.",neden,".052.716
-27.212.781
Kiralama Faiz Giderleri
-1.107.252
-617.341
Diğer Faiz Giderleri
4.2.5
-697.702
-1.940.016
NET FAİZ GELİRİ VEYA GİDERİ
161.083.211
88.646.632
NET ÜCRET VE KOMİSYON GELİRLERİ VEYA GİDERLERİ
116.456.761
77.698.428
Alınan Ücret ve Komisyonlar
176.276.383
117.248.888
Gayri Nakdi Kre"
1512420_c0006_371,1512420.pdf,6,4.854.318.572 ile 7.535.299.803 arasında ne tür değişikliklere uğradı?,Bu iki değer arasında bir değişim var ve 3.949.616.397'li bir değişiklik occurred.,karşılaştırma,"en Dönem Karı (Zararı)
-955.086.077
-3.949.616.397
Dönem Net Karı (Zararı) Mutabakatı İle İlgili Düzeltmeler
4.854.318.572
7.535.299.803
Amortisman ve İtfa Gideri İle İlgili Düzeltmeler
7,8
2.196.951.715
2.146.766.145
Değer Düşüklüğü (İptali) İle İlgili Düzeltmeler
99.552.539
108.008.716
Alacaklarda"
1117262_c0007_595,1117262.pdf,7,Konsolide finansal tablolardaki hata veya hile kaynaklı 'önemli yanlışlık' riskleri belirlenmekte ve değerlendirilmekte. Neden bu riskler belirlenmektedir?,"Bu riskler, Grup'un iç kontrolünün etkinliğine ilişkin bir görüş bildirmek amacıyla değil, duruma uygun denetim prosedürlerini tasarlamak amacıyla denetimle ilgili iç kontrol değerlendirilmektedir.",neden,"yiz. Tarafımızca ayrıca:
· Konsolide finansal tablolardaki hata veya hile kaynaklı ""önemli yanlışlık"" riskleri belirlenmekte ve değerlendirilmekte; bu risklere karşılık veren denetim prosedürleri
tasarlanmakta ve uygulanmakta ve görüşümüze dayanak teşkil edecek yeterli ve uygun denetim kanıtı elde e"
1598897_c0001_476,1598897.pdf,1,7.800 ile 175 arasındaki fark nedir?,7.800 - 175 = 7.625,sayısal,"
7.800
175
Stoklar
47.665
41.472
Peşin Ödenmiş Giderler
18.368
18.054
İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler
18.368
18.054
Cari Dönem Vergisiyle İlgili Varlıklar
28
3.998
0
Diğer Dönen Varlıklar
11.658
12.378
İlişkili Olmayan Taraflardan Diğer Dönen Varlıklar
11.658
12.378
ARA TOPLAM
485."
1477828_c0010_199,1477828.pdf,10,Bu dönemde Yabancı Para Alım Satım Marjlarındaki Değişikliklere İlişkin Diğer Kapsamlı Gelir (Gider) ne kadar oldu?,0,sayısal,"r Kapsamlı Gelire 
Yansıtılan Finansal Varlıklara İlişkin Diğer Kapsamlı Gelir 
(Gider), Vergi Sonrası
-3.789.922
-9.122.484
4.319.370
-4.187.034
Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire 
Yansıtılan Finansal Varlıklardan Kazançlar (Kayıplar), 
Vergi Sonrası
-3.789.922
-9.122.484
4.319.370
-4."
1564740_c0015_520,1564740.pdf,15,Özkaynak Yöntemiyle Değerlenen Yatırımların Dağıtılmamış Karları ile İlgili Düzeltmeler 4,-49.067,sayısal,"e İlgili Düzeltmeler
25
-1.089.158
-1.254.882
Faiz Giderleri ile İlgili Düzeltmeler
25, 27
880.612
1.188.361
Gerçekleşmemiş Yabancı Para Çevrim Farkları İle İlgili 
Düzeltmeler
521.905
354.149
Gerçeğe Uygun Değer Kayıpları (Kazançları) İle İlgili 
Düzeltmeler
-644.091
-316.123
Yatırım Amaçlı Gayrime"
1569763_c0010_691,1569763.pdf,10,Neden arttı/azaldı? Pay Başına Kazanç (Zarar),Vergi Etkisi ve diğer faktörler,neden,"ÜLEN FAALİYETLER DÖNEM KARI (ZARARI)
5.206.212
10.492.467
DÖNEM KARI (ZARARI)
5.206.212
10.492.467
Dönem Karının (Zararının) Dağılımı
Kontrol Gücü Olmayan Paylar
331.689
805.757
Ana Ortaklık Payları
4.874.523
9.686.710
Pay Başına Kazanç
Pay Başına Kazanç
Pay Başına Kazanç (Zarar)
Sürdürülen Faaliyet"
1566681_c0012_515,1566681.pdf,12,Yurtdışındaki İşletmelerin Çevrimine İlişkin Yabancı Para Çevrim Farkları ne kadar?,-11.158.380.422,sayısal,"lerin Çevrimine İlişkin Yabancı Para Çevrim 
Farkları
-2.566.795.141 -11.158.380.422
Yurtdışındaki İşletmelerin Çevrimine İlişkin Yabancı Para Çevrim 
Farklarından Kazançlar (Kayıplar)
-2.566.795.141 -11.158.380.422
Nakit Akış Riskinden Korunmaya İlişkin Diğer Kapsamlı Gelir (
Gider)
1.109.117.502
1"
1598259_c0005_290,1598259.pdf,5,İhracat net hasilı ne kadar?,27.677.914,sayısal,".716
378.546.612
İHRAÇ EDİLEN MENKUL KIYMETLER (Net)
(II-d)
27.677.914
188.154.000
215.831.914
16.086.298
195.412.410
211.498.708
Bonolar
11.988.690
0
11.988.690
5.726.074
0
5.726.074
Varlığa Dayalı Menkul Kıymetler
0
0
0
0
0
0
Tahviller
15.689.224
188.154.000
203.843.224
10.360.224
195.412.410
205."
1445357_c0005_372,1445357.pdf,5,Nasıl değişti işletme sermayesinde gerçekleşen değişimler?,2.318.338,sayısal,"İlgili Düzeltmeler
10
-22.229
-4.551
Parasal Pozisyon Kazanç ve Kayıplarıyla İlgili 
Düzeltmeler
920.950
2.083.956
İşletme Sermayesinde Gerçekleşen Değişimler
2.318.338
3.579.024
Ticari Alacaklardaki Azalış (Artış) ile İlgili Düzeltmeler
1.923
26.213
Faaliyetlerle İlgili Diğer Alacaklardaki Azalış ("
1469241_c0003_994,1469241.pdf,3,Ara dönem konsolide olmayan finansal tabloların sınırlı denetimden geçmiş ara dönem konsolide olmayan finansal performansının BDDK Muhasebe ve Finansal Raporlama Mevzuatı'na uygun olarak sunulduğuna dair herhangi bir hususa rastlanabilir mi?,"Hayır, bu hususta herhangi bir problem görülmemiştir.",sayısal,"rmansının ve konsolide olmayan nakit akışlarının BDDK Muhasebe ve
Finansal Raporlama Mevzuatı'na uygun olarak tüm önemli yönleriyle gerçeğe 
uygun bir biçimde sunulmadığı kanaatine varmamıza sebep olacak herhangi bir 
husus dikkatimizi çekmemiştir.
Mevzuattan Kaynaklanan Diğer Yükümlülüklere İlişkin"
1511351_c0003_223,1511351.pdf,3,Kısa Vadeli Karşılıklar ne kadar oldu?,2.872.314,sayısal,"ri
3.254.044
4.456.783
Türev Araçlar
598.641
837.996
Alım Satım Amaçlı Türev Araçlar
14
511.816
837.996
Riskten Korunma Amaçlı Türev Araçlar
14
86.825
0
Dönem Karı Vergi Yükümlülüğü
17
3.443.047
584.187
Kısa Vadeli Karşılıklar
2.872.314
3.528.113
Çalışanlara Sağlanan Faydalara İlişkin Kısa Vadeli 
K"
1598897_c0003_295,1598897.pdf,3,Neden 989 ile 794 arasındaki fark arttı?,"Farkın artması, daha yüksek bir kısa vadeli yükümlülüğün oluşturulmasına neden oldu.",neden,"
7.868
6.397
Çalışanlara Sağlanan Faydalara İlişkin Kısa Vadeli 
Karşılıklar
16
6.879
5.603
Diğer Kısa Vadeli Karşılıklar
16
989
794
Diğer Kısa Vadeli Yükümlülükler
5.884
4.746
İlişkili Olmayan Taraflara Diğer Kısa Vadeli 
Yükümlülükler
5.884
4.746
ARA TOPLAM
498.369
442.076
TOPLAM KISA VADELİ YÜKÜM"
1515783 (1)_c0008_322,1515783 (1).pdf,8,Özkaynaklar Değişim Tablosu'ndaki Dönem Başı Bakiyeler ne kadar oldu?,3.202.500,sayısal,"Ödenmiş Sermaye
Sermaye Düzeltme Farkları
Geri Alınmış Paylar
Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler
Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler veya Giderler
Kardan Ayrılan Kısıtlanmış Yedekler
Birikmiş Karlar
Yen"
1511351_c0008_362,1511351.pdf,8,Önceki Dönem ile ilgili rakam nedir?,39.555.813,sayısal,"
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Sunum Para Birimi
1.000 TL
Finansal Tablo Niteliği
Konsolide
Dipnot Referansı
Cari Dönem
01.01.2025 - 30.09.2025
Önceki Dönem
01.01.2024 - 30.09.2024
Nakit Akış Tablosu (Dolaylı Yöntem)
İŞLETME FAALİYETLERİNDEN NAKİT AKIŞLARI
63.357.620
39.555.813
Dönem Karı (Zar"
1479968_c0007_969,1479968.pdf,7,Ticari Alacaklardaki Azalış (Artış) ile İlgili Düzeltmeler ne kadar oldu?,-4.289.534,sayısal,"er
11,13
1.065.995
1.047.090
Değer Düşüklüğü (İptali) İle İlgili Düzeltmeler
41.028
4.886
Alacaklarda Değer Düşüklüğü (İptali) ile İlgili 
Düzeltmeler
7
29.191
-3.209
Diğer Finansal Varlıklar veya Yatırımlar Değer 
Düşüklüğü (İptali) ile İlgili Düzeltmeler
-606
-586
Stok Değer Düşüklüğü (İptali) ile"
1477669_c0005_806,1477669.pdf,5,Önceki Dönem 3 Aylık TİCARİ FAALİYETLERDEN BRÜT KAR (ZARAR) ne kadar oldu?,5.954.779.591 TL,tarih,"an Finansal Varlıklardan Kazançlar 
(Kayıplar)
43.288.378
66.754.501
Kardan Ayrılan Kısıtlanmış Yedekler
20.459.941
20.459.941
Geçmiş Yıllar Karları veya Zararları
39.590.871.931
26.305.434.254
Net Dönem Karı veya Zararı
2.497.837.153
13.285.437.677
TOPLAM ÖZKAYNAKLAR
97.122.362.450
74.919.092.796
T"
1570921_c0019_781,1570921.pdf,19,Cari Dönem ne tarihleri kapsadı?,01.01.2025 - 31.12.2025,tarih,"-310.198.815
-1.382.308.036
-1.685.267.113
-1.685.267.113
Dönem Karı (Zararı)
-1.382.308.036
-1.382.308.036
-1.382.308.036
Diğer Kapsamlı Gelir (Gider)
7.239.738
-310.198.815
-302.959.077
-302.959.077
Sermaye Arttırımı
Sermaye Azaltımı
Sermaye Avansı
Birleşme/Bölünme/Tasfiye Etkisi
Ortak Kontrole Ta"
